epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
264,783.806,1.22379,0.69639,0.00497,0.79031,0.63152,0.69099,0.39174,1.67672,1.25062,0.00972,0.0260944,0.00869815,0.0260944,0.00869815,0.0260944,0.00869815,0.0260944,0.00869815
265,786.744,1.19055,0.66902,0.00502,0.75481,0.63953,0.69964,0.39705,1.65717,1.2507,0.00955,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
266,789.699,1.18249,0.65938,0.00492,0.78758,0.62341,0.70081,0.40502,1.67707,1.26888,0.00953,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825,0.0260647,0.00868825
267,792.633,1.20563,0.68504,0.00503,0.78316,0.64636,0.68607,0.3948,1.68638,1.25935,0.00973,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833
268,795.574,1.18629,0.65034,0.00497,0.76249,0.64881,0.70086,0.39942,1.671,1.27415,0.00962,0.0260351,0.00867835,0.0260351,0.00867835,0.0260351,0.00867835,0.0260351,0.00867835
269,798.511,1.19611,0.65997,0.00492,0.76478,0.64908,0.68606,0.3997,1.65703,1.31313,0.00958,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
270,801.441,1.16895,0.64738,0.00483,0.78701,0.63035,0.69869,0.40662,1.67557,1.21961,0.00967,0.0260053,0.00866845,0.0260053,0.00866845,0.0260053,0.00866845,0.0260053,0.00866845
271,804.385,1.20984,0.65734,0.00477,0.77149,0.63071,0.69552,0.39729,1.66829,1.25018,0.00961,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
272,807.323,1.22335,0.67117,0.00486,0.79844,0.62883,0.69196,0.39061,1.67415,1.28733,0.00966,0.0259756,0.00865855,0.0259756,0.00865855,0.0259756,0.00865855,0.0259756,0.00865855
273,810.252,1.18355,0.63293,0.0049,0.76781,0.63775,0.69745,0.40396,1.66666,1.27456,0.00968,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
274,813.173,1.18918,0.64324,0.005,0.78695,0.62138,0.68709,0.39369,1.6552,1.37131,0.00952,0.0259459,0.00864865,0.0259459,0.00864865,0.0259459,0.00864865,0.0259459,0.00864865
275,816.129,1.19627,0.66056,0.00486,0.79225,0.61808,0.67903,0.38638,1.67541,1.31677,0.00979,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437
276,819.102,1.17409,0.63168,0.0048,0.82786,0.60548,0.70136,0.40448,1.6513,1.29065,0.00945,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875,0.0259163,0.00863875
277,822.027,1.17263,0.65036,0.00475,0.81069,0.64794,0.71491,0.40778,1.67196,1.23407,0.00952,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
278,824.936,1.18363,0.65278,0.00481,0.80566,0.63296,0.71432,0.40482,1.67392,1.22389,0.00973,0.0258865,0.00862885,0.0258865,0.00862885,0.0258865,0.00862885,0.0258865,0.00862885
279,827.91,1.21128,0.65691,0.00474,0.75912,0.65931,0.70687,0.39745,1.67312,1.26386,0.00972,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239
280,830.842,1.18071,0.63857,0.00497,0.81602,0.65366,0.72164,0.40043,1.66769,1.22874,0.00965,0.0258569,0.00861895,0.0258569,0.00861895,0.0258569,0.00861895,0.0258569,0.00861895
281,833.734,1.13211,0.6253,0.00493,0.83954,0.6251,0.70998,0.40404,1.66101,1.26082,0.00952,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
282,836.651,1.18164,0.65785,0.00503,0.7751,0.66295,0.70713,0.40476,1.67977,1.28757,0.00962,0.0258271,0.00860905,0.0258271,0.00860905,0.0258271,0.00860905,0.0258271,0.00860905
283,839.573,1.16016,0.62094,0.00471,0.74621,0.67297,0.71965,0.40752,1.6629,1.28348,0.00971,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041
284,842.519,1.17125,0.63681,0.00472,0.80298,0.61821,0.69818,0.39824,1.65009,1.27785,0.00955,0.0257975,0.00859915,0.0257975,0.00859915,0.0257975,0.00859915,0.0257975,0.00859915
285,845.463,1.17751,0.65269,0.0048,0.80364,0.65846,0.72646,0.41349,1.65318,1.22816,0.00948,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
286,848.454,1.17108,0.64077,0.00446,0.82215,0.62906,0.71011,0.41495,1.65507,1.24751,0.0095,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925,0.0257677,0.00858925
287,851.382,1.15484,0.64279,0.0048,0.74818,0.65589,0.69056,0.39803,1.65757,1.28832,0.00954,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843
288,854.294,1.17378,0.64793,0.00488,0.77253,0.61738,0.68264,0.39589,1.65703,1.3053,0.00952,0.025738,0.00857935,0.025738,0.00857935,0.025738,0.00857935,0.025738,0.00857935
289,857.204,1.18116,0.64965,0.0049,0.77005,0.63643,0.68685,0.39433,1.67666,1.28469,0.00962,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
290,860.125,1.18748,0.65145,0.00472,0.79511,0.64743,0.71094,0.39631,1.68489,1.31036,0.00971,0.0257084,0.00856945,0.0257084,0.00856945,0.0257084,0.00856945,0.0257084,0.00856945
291,863.075,1.14726,0.61634,0.0048,0.79044,0.65749,0.7113,0.41276,1.65972,1.26937,0.00957,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
292,866.003,1.15991,0.62798,0.00503,0.77484,0.66875,0.69751,0.40218,1.65645,1.26976,0.00951,0.0256787,0.00855955,0.0256787,0.00855955,0.0256787,0.00855955,0.0256787,0.00855955
293,868.935,1.16995,0.63811,0.00464,0.78541,0.65953,0.69865,0.39605,1.65296,1.29109,0.00964,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
294,871.872,1.18862,0.66798,0.00466,0.77721,0.66686,0.70878,0.40403,1.65348,1.26841,0.00957,0.025649,0.00854965,0.025649,0.00854965,0.025649,0.00854965,0.025649,0.00854965
295,874.846,1.18403,0.64409,0.00478,0.78201,0.61475,0.69595,0.40661,1.64889,1.31018,0.00967,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447
296,877.796,1.18001,0.64507,0.00453,0.77884,0.66305,0.70909,0.41149,1.66772,1.25992,0.0097,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975,0.0256192,0.00853975
297,880.754,1.14193,0.6064,0.00459,0.74239,0.67089,0.71182,0.40198,1.66429,1.31191,0.0096,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
298,883.692,1.17186,0.616,0.00492,0.75051,0.65603,0.71154,0.40415,1.65754,1.29265,0.00955,0.0255895,0.00852985,0.0255895,0.00852985,0.0255895,0.00852985,0.0255895,0.00852985
299,886.606,1.1663,0.62988,0.00497,0.75295,0.64069,0.70201,0.40068,1.6848,1.30428,0.00972,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249
300,889.51,1.14687,0.6203,0.0047,0.74239,0.64907,0.68057,0.39479,1.68221,1.31827,0.0097,0.0255599,0.00851995,0.0255599,0.00851995,0.0255599,0.00851995,0.0255599,0.00851995
301,892.465,1.15052,0.62646,0.0046,0.77978,0.63839,0.68532,0.4027,1.67086,1.30189,0.00947,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
302,895.406,1.14749,0.62879,0.00478,0.79211,0.6387,0.70485,0.40709,1.66301,1.26978,0.00958,0.0255301,0.00851005,0.0255301,0.00851005,0.0255301,0.00851005,0.0255301,0.00851005
303,898.354,1.17555,0.63229,0.00463,0.77112,0.64457,0.69661,0.398,1.65886,1.28318,0.00956,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051
304,901.296,1.16884,0.64141,0.00467,0.76466,0.67789,0.70654,0.40693,1.65876,1.26402,0.00956,0.0255005,0.00850015,0.0255005,0.00850015,0.0255005,0.00850015,0.0255005,0.00850015
305,904.304,1.16444,0.62927,0.00453,0.77683,0.66983,0.7044,0.41031,1.66502,1.25812,0.00959,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
306,907.208,1.15255,0.6455,0.00488,0.78952,0.67926,0.7186,0.41736,1.66587,1.24217,0.00954,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025,0.0254708,0.00849025
307,910.148,1.17656,0.66132,0.00469,0.76056,0.68745,0.71994,0.41421,1.66155,1.24607,0.0096,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853
308,913.065,1.15267,0.61238,0.00455,0.77683,0.67145,0.71975,0.40674,1.67516,1.23748,0.00967,0.025441,0.00848035,0.025441,0.00848035,0.025441,0.00848035,0.025441,0.00848035
